"","id","brewery_id","beer_style_id","brewery_type_id","post_code","loc_id","name","description","abv","calories","ibu","num_ratings","overall_rating","beer_style_rating","mean_rating","beer_style_name","beer_style_norm","brewery_name","brewery_type","city","state","zip_code","country","lat","long"
"524","1,018","5,239",74,4,"15,169","13540","Founders KBS (Kentucky Breakfast Stout)","A bit of backwoods pleasure without the banjo. This strong stout is brewed with a hint of coffee and vanilla then aged in oak bourbon barrels. Our process ensures that strong bourbon undertones come through in the finish in every batch we brew. We recommend decanting at room temperature and best enjoyed in a brandy snifter.",11.2,336,70,2624,100,100,NA,"Imperial Stout","Stout","Founders Brewing Company","Microbrewery","Grand Rapids","MI","49503","USA",42.964176,-85.65885
"525","1,027","4,008",74,4,"33,903","14425","Cycle Trademark Dispute (Yellow)","Bourbon barrel aged imperial stout with Coffee, Cinnamon.  
Previously known as Pallet #1",NA,NA,NA,107,100,100,NA,"Imperial Stout","Stout","Cycle Brewing","Microbrewery","Saint Petersburg","FL","33701","USA",27.770955,-82.63931
"526","1,019","5,740",74,3,"6,982","11056","Goose Island Bourbon County Stout","""I really wanted to do something special for our 1000th batch at the original brewpub.  Goose Island could have thrown a party.  But we did something better.  We brewed a beer.  A really big batch of stout-so big the malt was coming out of the top of the mash tun.  After fermentation we brought in some bourbon barrels to age the stout.  One hundred and fifty days later, Bourbon County Stout was born-A liquid as dark and dense as a black hole with a thick foam the color of bourbon barrels.  The nose is a mix of charred oak, vanilla,carmel and smoke.  One sip has more flavor than your average case of beer.  It overpowers anything in the room.  People have even said that it's a great cigar beer, but I haven't yet tried a cigar that would stand up to it.""  Brewmaster Greg Hall;   
 
IBU's 60-High
Color - Midnight
 
Was 11% abv, 
2007 and 2008 - 13% abv  
2011 - 14.5% abv  
2012 - 15% abv 
2013 - 14.9% abv 
2014 - 14.4% abv  
2015 - 14.2% abv  
2016 - 13.9% abv  
 
Editor's Note: Baudoinia Fulton & Wood Series offering (And the Low Storage entry from FoBAB 2012) is simply Bourbon County Stout aged in the same barrels. It has been alted as it offers no different recipe or barrel type simply the presence of a distillers fungus on the barrels that adds no distinct characteristic to the beer from the fungus itself except for possible oxygen exposure changes. While Brewers Intent indicates that they consider it a new beer, no true distinction aside from this oxidation amount and possible aging time differences separates the beers. It's essentially a single barrel Bourbon County version something we have always treated as regular Bourbon County Stout in the past.",13.9,417,60,2868,100,100,NA,"Imperial Stout","Stout","Goose Island Beer Company (AB-InBev)","Commercial Brewery","Chicago","IL","60612","USA",41.880682,-87.6877
"527","1,021","10,151",74,4,"33,751","4037","Perennial Abraxas - Barrel Aged","Imperial Stout aged 11 months in Rittenhouse Rye Whiskey barrels with cacao nibs, ancho chilies, vanilla beans, and cinnamon.",11,330,NA,211,100,100,NA,"Imperial Stout","Stout","Perennial Artisan Ales","Microbrewery","Saint Louis","MO","63111","USA",38.559302,-90.25174
"528","1,022","5,740",74,3,"6,982","11056","Goose Island Bourbon County Stout - Coffee","Everyday Goose Island smells the wonderful coffee roasting next to our brewery at Chicago's Intelligentsia Coffee and Tea. This world class roaster puts the same passion and skill into their coffee as Goose Island does with its beer. This excellent stout is made with a different coffee from our friends next door each year. With the change in coffee comes a change in the flavor profile, making each release truly unique from the previous years.
 
- First bottle release seen in Spring 2010 as ""Bourbon County Coffee Stout"".
 
- Also available previous years at the brewpub as ""Black Cat Bourbon County Stout""
 
2010 Bottling: Intelligentsia Black Cat
 2010 Draft: Intelligentsia Bosque Lya
 2011 Draft: Intelligentsia Honey Badger
 2011 Draft: Intelligentsia Edelweiss
 2011 Bottling: Intelligentsia Anjilanaka
 2012 Bottling: Intelligentsia La Tortuga
 2013 Draft: Intelligentsia El Diablo
 2013 Draft: Kangocho Kenyan Coffee
 2013 Draft: Fazenda Brazilian Coffee
 2013 Bottling: Intelligentsia Los Inmortales
 2014 Release - Intelligentsia Zirikana from Rwanda
 2015 Release - Intelligentsia Los Delirios from Nicaragua",13.4,402,60,957,100,100,NA,"Imperial Stout","Stout","Goose Island Beer Company (AB-InBev)","Commercial Brewery","Chicago","IL","60612","USA",41.880682,-87.6877
"529","1,397","4,830",61,6,"10,116","17490","Exile GiGi","Our Munich Dunkel, a dark German Lager.",5,150,NA,38,80,98,3.47,"Dunkel/Tmav??","Brown/Amber Ale","Exile Brewing Company","Brew Pub","Des Moines","IA","50309","USA",41.585939,-93.62004
"530","1,025","13,331",74,4,"9,749","18793","Toppling Goliath Assassin","After endless hours of scorching in heat, brewing in turmoil, fermenting in angst, the Assassin's journey has just begun. In the shadow of the temple, he lies in wait, maturing his plot to perfection. He emerges merciless, dominated by darkness, his bite laced with the charred remnants of his victims. No man dares to cross his path. They will forever sleep with one eye open, in fear of the Assassin's hot kiss of death.   
2012 - Red wax. 1st release  
2012 - Gold wax 2nd release  
2013 - Yellow wax  
2014 - Metallic Gold wax",12.8,384,NA,203,100,100,NA,"Imperial Stout","Stout","Toppling Goliath","Microbrewery","Decorah","IA","52101","USA",43.345879,-91.77187
"531","1,026","5,056",74,3,"29,400","8515","Firestone Walker Parabola","Parabola has been a major component of past anniversary blends and is one of our most aggressive offerings. This beer features bold bourbon and tobacco aromas and a rich dark chocolate, charred oak flavor. Parabola is best enjoyed in moderation and is a perfect beer to pair with those chocolate dessert favs.  An extension of Quercus Alba  ??the Firestone Walker Barrel aged program. 
Russian Imperial Stout 
Aged in Bourbon Barrels.",14,420,82,1109,100,100,NA,"Imperial Stout","Stout","Firestone Walker Brewing (Duvel-Moortgat)","Commercial Brewery","Paso Robles","CA","93446","USA",35.640589,-120.70418
"532","1,028","11,879",74,4,"33,745","4037","Side Project Derivation Blend #2","Derivation is our series of Barrel-Aged Imperial Stouts in which we brew several recipes, age them in a variety of barrels and blend them before bottling to add depth and structure to this massive style of beer. 
 
100% Wheated Imperial Stout aged in Wheated (12yr Weller) Bourbon Barrels. 
Barrel aged on Ugandan vanilla beans for 15 months.",15,450,NA,22,100,100,4.46,"Imperial Stout","Stout","Side Project Brewing","Microbrewery","Saint Louis","MO","63143","USA",38.612452,-90.31822
"533","1,029","4,819",74,1,"4,794","4881","Evil Twin Double Barrel Jesus","Blend of different barrels of Even More Jesus.

Previously brewed at Fan?? Bryghus",12,360,NA,164,100,100,NA,"Imperial Stout","Stout","Evil Twin Brewing","Client Brewer","Brooklyn","NY","11249","USA",40.662191,-73.91328
"534","1,030","151",74,4,"34,375","6960","AleSmith Speedway Stout - Vietnamese Coffee","Speedway Stout brewed with Vietnamese Coffee and no Lactose",12,360,NA,507,100,100,NA,"Imperial Stout","Stout","AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","USA",32.914346,-117.14116
"535","1,031","4,008",74,4,"33,903","14425","Cycle Four Roses BA Rye Stout","Imperial Rye Stout aged in Four Roses Barrels",11,330,NA,22,100,99,4.42,"Imperial Stout","Stout","Cycle Brewing","Microbrewery","Saint Petersburg","FL","33701","USA",27.770955,-82.63931
"536","1,032","12,507",74,3,"12,182","17514","Stone Imperial Russian Stout - Bourbon Barrel","The beer is Stone Imperial Russian Stout, and it was aged for about a year in a used bourbon barrel. From that wooden cask, we were only able to keg up very little.",10.8,324,NA,442,100,100,NA,"Imperial Stout","Stout","Stone Brewing","Commercial Brewery","Escondido","CA","92029","USA",33.087868,-117.11558
"537","1,033","4,200",74,4,"3,030","4847","Deschutes The Abyss","This special Reserve Series brew will only be offered December ?? February (limited distribution) The Abyss: Stout brewed with licorice and molasses with 33% aged in oak and oak bourbon barrels.

It's dark. It's deep. It's mysterious. Aged in French Oak and Bourbon barrels, this special brew has immeasureable depth inviting you to explore and discover its rich, complex profile. The flavor of molasses and licorice draw you in further and further with each sip. The Abyss beckons. Enjoy the journey.",11,330,68,1672,100,99,NA,"Imperial Stout","Stout","Deschutes Brewery","Microbrewery","Bend","OR","97702","USA",44.020483,-121.30891
"538","1,034","12,692",74,4,"24,923","23182","Surly Darkness","This massive Russian Imperial Stout brings waves of flavors; chocolate, cherries, raisins, coffee, and toffee. We add a touch of hops to make this delicious brew even tastier.
85 IBUs. 

Labels:
 
'07 = Grim Reaper 
'08 = Devil 
'09 = Mummy 
'10 = Vampire 
'11 = Zombie 
'12 = Werewolf  
'13 = Hell Demon  
'14 = Harpy (bottled reviews have separate entry in database)  
'15 = Bat  
'16 = Cerberus  
'17 = Baba Yaga - Forest Witch",9.6,288,85,1066,100,99,NA,"Imperial Stout","Stout","Surly Brewing Company","Microbrewery","Minneapolis","MN","55414","USA",44.980379,-93.23003
"539","1,035","151",74,4,"34,375","6960","AleSmith Speedway Stout - Velvet","12% aged in Evan Williams 23 year old barrels and blended with barrel aged Jamaica Blue Mountain cold brew from Mostra Coffee and a house made rye whiskey/vanilla bean concoction. 600 bottle release plus limited kegs.
 
Made for the 5th anniversary of Urge American Gastropub in San Diego. 600 bottles sold on Brown Paper Tickets and some kegs served in the restaurant.",12,360,NA,30,100,99,4.35,"Imperial Stout","Stout","AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","USA",32.914346,-117.14116
"540","1,036","10,453",74,4,"39,178","7924","Prairie / Evil Twin Bible Belt - Barrel Aged","Prairie Artisan Ales and Evil Twin Brewing have joined forces again on a variation of their first collaboration.

The new beer is Barrel-Aged Bible Belt, a 12 percent ABV imperial stout brewed with cacao nibs, chili peppers, coffee and vanilla beans before being aged in Heaven Hill whiskey barrels for between seven and nine months. As the name suggests, the base beer is Bible Belt, a 13 percent imperial stout first released in 2014 that combines Evil Twin's Even More Jesus imperial stout (12 percent ABV) and the same spices and other adjuncts that are used in Prairie's Bomb! imperial stout (13 percent ABV.)",13,390,NA,181,100,99,NA,"Imperial Stout","Stout","Prairie Artisan Ales","Microbrewery","Tulsa","OK","74107","USA",36.102042,-96.03144
"541","1,039","4,008",74,4,"33,903","14425","Cycle Trademark Dispute (Green)","Bourbon barrel aged imperial stout with hazelnuts",NA,NA,NA,70,100,99,NA,"Imperial Stout","Stout","Cycle Brewing","Microbrewery","Saint Petersburg","FL","33701","USA",27.770955,-82.63931
"542","1,040","3,524",74,4,"38,089","24636","Cigar City Hunahpu??s Imperial Stout - Rum Barrel Aged","",11,330,NA,74,100,99,NA,"Imperial Stout","Stout","Cigar City Brewing","Microbrewery","Tampa","FL","33607","USA",27.963798,-82.49537
"543","1,053","6,469",74,4,"15,509","16829","Hill Farmstead Damon","Damon (1993-2004) The time spent with loved ones, now lost, seems to affect our mind and body perpetually:  memories happen upon us, unsuspectingly, and bring about tears of fond remembrance.   Damon was our brother ?? devout and patient in an age of busyness and distraction.  In his honor, we crafted and conditioned this Imperial Stout in bourbon barrels from our favorite distillery.  We still reflect, daily, upon our Damon and his scruffy chin of grey ?? of his loyalty and his love.   

27?? Plato",10.5,315,NA,187,100,99,NA,"Imperial Stout","Stout","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333
"544","1,176","1,381",30,4,"30,951","11808","Bissell Brothers Swish","",8,240,NA,84,100,100,NA,"Imperial IPA","IPA","Bissell Brothers Brewing Company","Microbrewery","Portland","ME","04101","USA",43.660525,-70.25862
"545","3,277","13,996",88,4,"9,611","4356","Warped Wing Barrel Aged Pirogue","Barrel Aged Coffee Black Tripel",9,270,NA,15,96,98,3.85,"Abbey Tripel","Strong Ale","Warped Wing Brewing","Microbrewery","Dayton","OH","45402","USA",39.757758,-84.18848
"546","1,041","12,507",74,3,"12,182","17514","Stone Imperial Russian Stout","""There's no question that Stone Imperial Stout is revered among enthusiasts,"" states Stone CEO Greg Koch. ""I know, because I'm one of 'em and I can hardly wait for it to come out each year!""

Some may think that a late Spring release for a special brew of this sort is an odd time for it to come out onto the market. Koch justifies this with the rationalization ""What better than a warm time of year to come out with a brew that tastes great as it warms up!""

That's because ""ice cold"" is certainly not the appropriate way to serve the beer. Nearly without exception, the darker, richer and more alcoholic a brew is, the warmer the serving temperature should be. The Stone Imperial Stout label describes the brew as being ""intensely aromatic (notes of anise, black currants, coffee, roastiness and alcohol) and heavy on the palate...expect this mysterious brew to pour like used motor oil and taste even heavier! Serve at 55 degrees.""",10.5,315,NA,3225,100,99,NA,"Imperial Stout","Stout","Stone Brewing","Commercial Brewery","Escondido","CA","92029","USA",33.087868,-117.11558
"547","1,043","14,139",74,4,"25,875","6745","Westbrook Mexican Cake Imperial Stout - Pappy Barrel","",10.8,324,NA,22,100,99,4.39,"Imperial Stout","Stout","Westbrook Brewing","Microbrewery","Mount Pleasant","SC","29464","USA",32.813518,-79.85899
