,_has_fetched,city,country,name,postal_code,state,street,telephone,type,url,web
1870,True,Blehen,Belgium,Brasserie Artisanale et Didactique du Flo,4280,,Rue du Château 22,,Brew Pub/Brewery,/brewers/brasserie-artisanale-et-didactique-du-flo/6079/,http://membres.lycos.fr/blehenvillage/brasserie.htm
1871,True,Redange,Luxembourg,Brasserie Artisinal de Redange,8150,,Grande Rue 61,(352) 629311,Microbrewery,/brewers/brasserie-artisinal-de-redange/2941/,http://www.bierreis.com/luxembur.html
1872,True,Val dEspoir,Canada,Brasserie Auval Brewing Co.,G0C 3G0,Quebec,"397, Route des Pères",,Microbrewery,/brewers/brasserie-auval/24096/,https://www.facebook.com/auval.ca
1873,True,St-Hyacinthe,Canada,Brasserie aux 4-Temps,J2S 8B1,Quebec,480 rue Martineau ouest,(514) 796-4400,Microbrewery,/brewers/brasserie-aux-4-temps/377/,http://english.montrealplus.ca/portal/profile.do?profileID=559619
1874,True,Lomé,Togo,Brasserie BB Lomé (BGI),,,Rue du Grand Marche 47,215-062,Commercial Brewery,/brewers/brasserie-bb-lome-bgi/2525/,http://www.bblome.com/
1875,True,St-Germain de Kamouraska,Canada,Brasserie Breughel,G0L 3G0,Quebec,"68, route 132",(418) 492-3693,Microbrewery,/brewers/brasserie-breughel/1428/,https://www.facebook.com/pages/Micro-Brasserie-Breughel/112164288794540
1876,True,St-Hyacinthe,Canada,Brasserie Cardinal,J2R 1T8.,Quebec,5420 Martineau,(800) 945-1934,Commercial Brewery,/brewers/brasserie-cardinal/11309/,http://www.brasseriecardinal.com/index.html
1877,True,Trois-Rivières,Canada,Brasserie Chez Gambrinus,G8Z 1V6,Quebec,3160 Boul. des Forges,(819) 691-3371,Brew Pub,/brewers/brasserie-chez-gambrinus/1804/,https://www.facebook.com/Gambrinus-129524540433200
1878,True,Putignano (BA),Italy,Brasserie Dauphine,70017,,Viale Cristoforo Colombo 23,080/8912607,Microbrewery,/brewers/brasserie-dauphine/7967/,http://www.mondobirra.org/micro.htm
1879,True,Battignies - Binche,Belgium,Brasserie de Battignies,B 7130,,"14A, rue du Cur Dolent",,Microbrewery,/brewers/brasserie-de-battignies/9223/,http://bieresbelges.skynetblogs.be/post/5161121/fromenthine
1880,True,Dour-Blaugies,Belgium,Brasserie de Blaugies,7370,,Rue de la Frontière 435,32(0)65 65 03 60,Microbrewery,/brewers/brasserie-de-blaugies/1613/,http://www.brasseriedeblaugies.com/
1881,True,Bouillon,Belgium,Brasserie de Bouillon,6830,,Grand Rue 22,06/146 8940,Microbrewery,/brewers/brasserie-de-bouillon/1633/,http://www.brasseriedebouillon.be/
1882,True,Saint-Denis,Réunion,Brasserie de Bourbon (Heineken),BP 42 97468,,60 Quai Ouest,,Commercial Brewery,/brewers/brasserie-de-bourbon-heineken/3050/,http://www.ladodo.com
1883,True,Montignies-sur-Roc,Belgium,Brasserie de lAbbaye des Rocs,7387,,"37, Chaussée Brunehault",32 65 75 59 99,Microbrewery,/brewers/brasserie-de-labbaye-des-rocs/131/,http://www.abbaye-des-rocs.com
1884,True,Gentinnes,Belgium,Brasserie De La Touffe,1450,,Rue de lErmitage 141,71/87 68 60,Microbrewery,/brewers/brasserie-de-la-touffe/6050/,http://www.heikantsebierliefhebbers.be/bierexpeditiefeb.htm
1885,True,Diekirch,Luxembourg,Brasserie de Luxembourg Mousel-Diekirch (InBev),9214,,Rue de la Brasserie 1,,Commercial Brewery,/brewers/brasserie-de-luxembourg-mousel-diekirch-inbev/1420/,http://www.mousel.lu/
1886,True,Milly sur Thérain,France,Brasserie de Milly / Cidrerie G. Maeyaert,F-60112,,13 rue de la Gare,03.44.81.33.33,Cidery,/brewers/brasserie-de-milly--cidrerie-g-maeyaert/4662/,http://www.maeyaert.fr
1887,True,Mont- Saint-Guibert,Belgium,Brasserie de Mont-Saint-Guibert,B 1435,,"1, Rue du Riquau",(10) 65-54-09,Microbrewery,/brewers/brasserie-de-mont-saint-guibert/6081/,http://216.239.59.104/search?q=cache:NErC0j6SAZcJ:users.pandora.be/label.service/actieve.htm+Brasserie+de+Mont+Saint+Guibert&hl=
1888,True,Silly,Belgium,Brasserie de Silly,7830,,Rue Ville Basse 141,(68) 55.16.95,Commercial Brewery,/brewers/brasserie-de-silly/419/,http://www.silly-beer.com/
1889,True,Jalhay-Vervifontaine,Belgium,Brasserie de Vervifontaine,4845,,Vervifontaine 100,+32 087 64 83 03,Microbrewery,/brewers/brasserie-de-vervifontaine/644/,http://_
1890,True,Bromont,Canada,Brasserie de West Shefford,J2L 2K6,Quebec,"92, boulevard de Bromont, local 101",(450) 919-0829,Microbrewery,/brewers/brasserie-de-west-shefford/907/,https://www.myspace.com/microdebromont
1891,True,Ploudalmézeau,France,Brasserie des Abers,29830,,2 av. de Portsall,+33 (0)2 9848 1072,Microbrewery,/brewers/brasserie-des-abers/3214/,http://www.adam-sa.com/
1892,True,Mariembourg,Belgium,Brasserie des Fagnes,5660,,26 Route de Nismes,,Brew Pub/Brewery,/brewers/brasserie-des-fagnes/668/,http://www.brasseriedesfagnes.be/
1893,True,Wodecq,Belgium,Brasserie des Monts,B7890,,Haillemont 15,(68) 84.39.04,Microbrewery,/brewers/brasserie-des-monts/6362/,http://users.skynet.be/brasseriedesmonts.be/
1894,True,Florenville - Villers-d.-Orval,Belgium,Brasserie dOrval,6823,,Abbaye de Notre-Dame dOrval,+32 061 31 10 60,Microbrewery,/brewers/brasserie-dorval/132/,http://www.orval.be/
1895,True,Gatineau,Canada,Brasserie du Bas-Canada,,Quebec,,(819) 918-2183,Client Brewer,/brewers/brasserie-du-bas-canada/27291/,https://www.facebook.com/Brasserie-du-Bas-Canada-1669820396633441
1896,True,Hudson,Canada,Brasserie Du Bois Blanc,J0P 1H0,Quebec,"518, rue Main",(450) 613-1506,Brew Pub/Brewery,/brewers/brasserie-du-bois-blanc/28702/,https://www.facebook.com/brasserieduboisblanc/
1897,True,Montreal,Canada,Brasserie du Canal,H4E 1A4,Quebec,1A-3810 rue Saint-Patrick,,Microbrewery,/brewers/brasserie-du-canal/27234/,http://
1898,True,Dunham,Canada,Brasserie Dunham,J0E 1M0,Quebec,3809 rue Principale,(450) 284-0516,Microbrewery,/brewers/brasserie-dunham/12142/,https://www.facebook.com/brasseriedunham1
1899,True,Brossard,Canada,Brasserie Éléments,J4Z 0E3,Quebec,"1015 boulevard du Quartier, local 50",(450) -,Microbrewery,/brewers/brasserie-elements/31701/,https://www.facebook.com/brasserieelements/
1900,True,Embrun,Canada,Brasserie Etienne Brule,K0A 1W1,Ontario,893 Notre Dame St.,(613) 370-3000,Microbrewery,/brewers/brasserie-etienne-brule/27692/,http://etiennebrule.ca/
1901,True,Kortrijk-Bellegem,Belgium,Brasserie Facon,8510,,Kwabrugstraat 23,,Microbrewery,/brewers/brasserie-facon/1729/,http://www.ratebeer.com/Ratings/Beer/ShowBrewer.asp?BrewerID=1729
1902,True,Québec,Canada,Brasserie Générale,G2N 2G6,Quebec,"400 rue du Platine, bureau 3",(418) 841-4555,Microbrewery,/brewers/brasserie-generale/18455/,https://www.facebook.com/brasseriegenerale/
1903,True,Rocca dEvandro - Caserta - CE,Italy,Brasserie Hammourabi,,,via Vandra Z.I.,,Microbrewery,/brewers/brasserie-hammourabi/6616/,http://www.ratebeer.com
1904,True,Montréal,Canada,Brasserie Harricana,H2R 2W8,Quebec,"95, rue Jean-Talon Ouest",(514) 303-3039,Brew Pub/Brewery,/brewers/brasserie-harricana/22336/,https://www.facebook.com/bharricana
1905,True,Blainville,Canada,Brasserie Kruhnen,J7C 6B4,Quebec,115 rue Gaston-Dumoulin #105,(450) 419-3535,Microbrewery,/brewers/brasserie-kruhnen/15139/,https://www.facebook.com/pages/Microbrasserie-Kruhnen/505176186175030
1906,True,Terrebonne,Canada,Brasserie Les 2 Frères,J6X 4R1,Quebec,3082 Rue Joseph Monier,(514) 739-9112,Commercial Brewery,/brewers/brasserie-les-2-freres/20728/,https://www.facebook.com/brasserieles2freres
1907,True,Le Lamentin,Martinique,Brasserie Lorraine (Heineken),97232,,Quartier Union,001-596-51-23-05,Commercial Brewery,/brewers/brasserie-lorraine-heineken/401/,http://www.brasserielorraine.com
1908,True,Terrebonne,Canada,Brasserie Mille Iles,J6Y 0J9,Quebec,1065 rue des Forges,(450) 965-1515,Microbrewery,/brewers/brasserie-mille-iles/30101/,https://www.facebook.com/brasseriemilleiles/
1909,True,Saint-Lambert,Canada,Brasserie Morin,J4S1S9,Quebec,617 place de Saumur,,Client Brewer,/brewers/brasserie-morin/28009/,https://www.facebook.com/brasseriemorin
1910,True,Boucherville,Canada,Brasserie New Deal Brewing Co.,J4B 5H3,Quebec,"1500 Nobel, Local J",(514) 312-3035,Microbrewery,/brewers/brasserie-new-deal/27242/,https://www.facebook.com/biere.boldwin.beer/
1911,True,Luingne-Mouscron,Belgium,Brasserie Phylosophale,7700,,"Rue de Tombrouck, 199",0032 / 56842237,Microbrewery,/brewers/brasserie-phylosophale/4006/,http://www.phylosophale.be
1912,True,Jupille-sur-Meuse,Belgium,Brasserie Piedboeuf (InBev),4020,,Rue des Anciennes Houblonnières,04 345 8466,Commercial Brewery,/brewers/brasserie-piedboeuf-inbev/2004/,http://www.interbrew.com/
1913,True,Reno,USA,Brasserie Saint James,89501,Nevada,901 S Center Street,(775) 348-8889,Brew Pub/Brewery,/brewers/brasserie-saint-james/15572/,https://www.facebook.com/BrasserieSaintJames
1914,True,Saint-Hyacinthe,Canada,Brasserie Saint Luke,J2R 1T8,Quebec,"5420, rue Martineau",(514) 444-2337,Microbrewery,/brewers/brasserie-saint-luke/27852/,http://
1915,True,Franklin,Canada,Brasserie Saint-Antoine-Abbé,J0S 1E0,Quebec,3299 Route 209,(450) 826-0585,Microbrewery,/brewers/brasserie-saint-antoine-abbe/3058/,http://www.brasserie-saint-antoine-abbe.com
1916,True,Mettet,Belgium,Brasserie Saint-Donat,5640,,Place Jean Meunier 1,,Microbrewery,/brewers/brasserie-saint-donat/3759/,http://www.frenchbeer.info/Wallonia/Brewery/StDonat.html
1917,True,Ambly,Belgium,Brasserie Saint-Monon,6953,,Rue Principale 45,084 21 46 32,Microbrewery,/brewers/brasserie-saint-monon/980/,http://www.saintmonon.be/
1918,True,Boucherville,Canada,Brasserie Seigneuriale (Sapporo),,Quebec,135D Chemin du Tremlay,(514) 641-6433,Microbrewery,/brewers/brasserie-seigneuriale-sapporo/357/,http://www.bieranet.qc.ca/micro/seigneur.htm
1919,True,Le Roeulx,Belgium,Brasserie St-Feuillien / Friart,7070,,Rue dHoudeng 20,+32 (0)64 66 21 51,Microbrewery,/brewers/brasserie-st-feuillien--friart/418/,http://www.st-feuillien.com/
1920,True,St-Hyacinthe,Canada,Brasserie St-Luke Brewing Company,J2R 1T8,Quebec,"5420, rue Martineau",,Microbrewery,/brewers/brasserie-st-luke/31357/,https://www.facebook.com/brasseriestluke
1921,True,Limoges,Canada,Brasserie Tuque de Broue Brewery Inc.,,Ontario,,,Microbrewery,/brewers/brasserie-tuque-de-broue-brewery-inc/23321/,https://www.facebook.com/tuquedebroue
1922,True,Gozée,Belgium,Brasserie Val De Sambre,B6534,,"273, rue Vandervelde",32(0)71/56-20-73,Brew Pub/Brewery,/brewers/brasserie-val-de-sambre/1918/,http://www.valdesambre.be/
1923,True,Montreal,Canada,Brasserie Vieux-Montréal (BVM),,Quebec,6729 Esplanade,(514) 908-2337,Microbrewery,/brewers/brasserie-vieux-montreal-bvm/6124/,https://www.facebook.com/BrasserieVieuxMontreal/
1924,True,Ville-sur-Illon,France,Brasserie Vosgienne de Ville-sur-Illon,88270,,route de Mirecourt,03 29 36 53 18,Microbrewery,/brewers/brasserie-vosgienne-de-ville-sur-illon/7404/,http://www.musee-vosgien-brasserie.asso.fr/
1925,True,Granby,Canada,Brasserie Vrooden,J2J 1C1,Quebec,"617, rue Simonds Sud",(579) 488-5580,Microbrewery,/brewers/brasserie-vrooden/26630/,https://www.facebook.com/MBVrooden/
1926,True,Dakar,Senegal Republic,Brasseries de lOuest Africain,,,Boite Postale 290,+221-8-320190,Commercial Brewery,/brewers/brasseries-de-louest-africain/3526/,http://www.skolinternational.com/cgi-local/breweries.pl?pays_id=43
1927,True,NDjamena,Chad,Brasseries du Tchad,,,BP 63,528656,Commercial Brewery,/brewers/brasseries-du-tchad/3600/,http://www.chadphonebook.com/fr/alimentation/alimentation-brasseries-boissons/bdt-brasseries-du-tchad-1413.html
1928,True,Lubumbashi,Dem Rep of Congo,Brasseries Simba,,,,,Commercial Brewery,/brewers/brasseries-simba/2506/,http://www.skolinternational.com/cgi-bin/breweries.pl?pays_id=13
1929,True,Montréal,Canada,Brasseur Ye Olde Orchard,,Quebec,381 Laurier Ouest,(514) 379-1569,Commercial Brewery,/brewers/brasseur-ye-olde-orchard/31549/,https://www.facebook.com/YOOBrasseur/
1930,True,Contrecoeur,Canada,Brasseurs au Coeur du St-Laurent,J0L 1C0,Quebec,"4245, Route Marie-Victorin",(514) 951-1044,Microbrewery,/brewers/brasseurs-au-coeur-du-st-laurent/11395/,https://www.facebook.com/tchequebec?fref=ts
1931,True,Gatineau,Canada,Brasseurs de lOutaouais,J8R 3N9,Quebec,332-3 chemin Industriel,(819) 661-2584,Commercial Brewery,/brewers/brasseurs-de-loutaouais/23918/,https://www.facebook.com/brasseursdeloutaouais
1932,True,Shawinigan,Canada,Brasseurs de la Mauricie,,Quebec,"1161, 94e rue, C.P. 16",(819) 852-7777,Client Brewer,/brewers/brasseurs-de-la-mauricie/11131/,http://www.brasseursmauricie.com/
1933,True,Montebello,Canada,Brasseurs de Montebello,J0V 1L0,Quebec,"485, rue Notre-Dame",(819) 309-0807,Microbrewery,/brewers/brasseurs-de-montebello/19877/,http://brasseursdemontebello.com
1934,True,Montreal,Canada,Brasseurs De Montréal,H3C 1S9,Quebec,1483 rue Ottawa,(514) 788-4500,Brew Pub/Brewery,/brewers/brasseurs-de-montreal/9464/,http://www.brasseursdemontreal.ca/
1935,True,Saint-Hyacinthe,Canada,Brasseurs du Monde / Le Picoleur,J2S 8L1,Quebec,6600 Choquette,(450) 250-2611,Microbrewery,/brewers/brasseurs-du-monde--le-picoleur/12944/,https://www.facebook.com/pages/Brasseurs-du-Monde/206889842659559
1936,True,Beloeil,Canada,Brasseurs du Moulin,J3G 4P8,Quebec,"99, rue Richelieu",(450) 527-1133,Brew Pub,/brewers/brasseurs-du-moulin/25223/,https://www.facebook.com/brasseursdumoulin?fref=ts
1937,True,Blainville,Canada,Brasseurs du Nord,J7C5J6,Quebec,875 rue Michèle-Bohec,(450) 979-8400,Microbrewery,/brewers/brasseurs-du-nord/335/,http://www.boreale.qc.ca/
1938,True,Saguenay,Canada,Brasseurs du Saguenay - La Tour à Bières,G7H 1T8,Quebec,517 Rue Racine,(418) 545-7272,Brew Pub,/brewers/brasseurs-du-saguenay--la-tour-a-bieres/5128/,https://www.facebook.com/pages/La-Tour-a-Bieres/45620433021
1939,True,Dunham,Canada,Brasseurs et Frères,J0E 1M0,Quebec,3809 rue Principale,(450) 247-2393,Brew Pub/Brewery,/brewers/brasseurs-et-freres/6814/,http://www.betf.ca/index.htm
1940,True,St Eustache,Canada,Brasseurs Illimités,J7R 0A3,Quebec,"385, du Parc, local 102",(450) 598-1368,Microbrewery,/brewers/brasseurs-illimites/10829/,http://www.brasseursillimites.com/
1941,True,Montreal,Canada,Brasseurs RJ,H1S 2S4,Quebec,5585 Rue De La Roche,(514) 274-4941,Microbrewery,/brewers/brasseurs-rj/365/,http://www.brasseursrj.com/
1942,True,QUEBEC,Canada,Brasseurs sur Demande,G1J 2C3,Quebec,1177 chemin de la Canardière,,Microbrewery,/brewers/brasseurs-sur-demande/30854/,https://www.facebook.com/brasseurssurdemande/
1943,True,Vancouver,Canada,Brassneck Brewery,V5T 3C5,British Columbia,2148 Main St,,Microbrewery,/brewers/brassneck-brewery/17801/,https://www.twitter.com/Brassneckbrew
1944,True,Quebec,Canada,Brassta,,Quebec,,,Contract Brewer,/brewers/brassta/23144/,https://www.facebook.com/pages/Microbrasserie-Universitaire-Brassta/166119370078396
1945,True,Cottbus,Germany,Brau & Bistro,03046,Brandenburg,Am Altmarkt 18,(355) 4946023,Client Brewer,/brewers/brau-and-bistro/22918/,https://www.facebook.com/braubistro.cottbus
1946,True,Marshall,USA,Brau Brothers Brewing Company,56258,Minnesota,910 E Main Street,(507) 747-2337,Brew Pub/Brewery,/brewers/brau-brothers/8281/,https://www.facebook.com/pages/Brau-Brothers-Brewing-Co/64591012251
1947,True,Tüßling,Germany,Bräu im Moos,84577,Bavaria,Bräu im Moos Str. 1,(8633) 1041,Brew Pub/Brewery,/brewers/brau-im-moos/4671/,http://www.braeuimmoos.de/
1948,True,Altlandsberg,Germany,Brau- und Brennhaus Altlandsberg,15345,Brandenburg,Krummenseestraße 1,033438-154528,Brew Pub,/brewers/brau-und-brennhaus-altlandsberg/30779/,http://schlossgut-altlandsberg.eu/restaurant/
1949,True,Jena,Germany,Brau- und Heimatverein,D-07751,Thuringia,"Zum Alten Brauhaus, Jenaprießnitz",,Microbrewery,/brewers/brau-und-heimatverein/11910/,http://www.german-breweries.com/new_breweries.htm
1950,True,Friedrichshafen,Germany,Brau:Zeit,88045,Baden-Württemberg,Friedrichstraße 53,(160) 99539590,Commercial Brewery,/brewers/brauzeit/28504/,http://brauzeit.com/
1951,True,Grünstadt,Germany,BrauArt Sausenheim,67269,Rhineland-Palatinate,Angelgasse 2-4,06359/9298222,Microbrewery,/brewers/brauart-sausenheim/18973/,https://www.facebook.com/pages/Brauart-Sausenheim/580583148645602
1952,True,Lübeck,Germany,Brauberger zu Lübeck,23552,Schleswig-Holstein,Alfstraße 36,(451) 71444,Brew Pub,/brewers/brauberger-zu-lubeck/2515/,http://www.brauberger.com/
1953,True,Freistadt,Austria,Braucommune Freistadt,4240,,Promenade 7,(+43) 07942/75777,Commercial Brewery,/brewers/braucommune-freistadt/3714/,http://www.freistaedter-bier.at
1954,True,Chemnitz,Germany,Brauerei  Reichenbrand,09117,Saxony,Zwickauer Straße 478,(371) 850214,Commercial Brewery,/brewers/brauerei-reichenbrand/2481/,http://www.brauerei-bergt.de/
1955,True,Herrnwahlthann,Germany,Brauerei - Gasthof Stanglbräu,93345,Bavaria,Dorfstr. 11,(0) 9448/91830,Brew Pub/Brewery,/brewers/brauerei--gasthof-stanglbrau/12833/,http://www.stanglbraeu.de/
1956,True,Ravenstein-Ballenberg,Germany,Brauerei Albert Spall,74747,Baden-Württemberg,Jörg-Metzler-Str. 21,06297 219,Brew Pub/Brewery,/brewers/brauerei-albert-spall/11640/,http://
1957,True,Aldersbach,Germany,Brauerei Aldersbacher,94501,Bavaria,Freiherr-von-Aretin-Platz 1,(8543) 96040,Commercial Brewery,/brewers/brauerei-aldersbacher/3024/,http://www.aldersbacher.de
1958,True,Holzminden,Germany,Brauerei Allersheim,37603,Lower Saxony,Allersheim 6,(553) 112510,Microbrewery,/brewers/brauerei-allersheim/3165/,http://www.brauerei-allersheim.de/
1959,True,Pfarrkirchen,Germany,Brauerei Alois Gässl,84347,Bavaria,Alois-Gässl-Strasse 1,(8) 5611436,Microbrewery,/brewers/brauerei-alois-gassl/10765/,http://www.gaessl-braeu.de/
1960,True,Alsfeld,Germany,Brauerei Alsfeld,36304,Hesse,Grünberger Straße 68,(6631) 96020,Commercial Brewery,/brewers/brauerei-alsfeld/3342/,http://www.alsfelder.de/
1961,True,Leutenbach-Dietzhof,Germany,Brauerei Alt Dietzhof,91359,Bavaria,Dietzhof 8,(9199) 267,Brew Pub,/brewers/brauerei-alt-dietzhof/8744/,http://www.brauerei-alt.de
1962,True,Wassenberg,Germany,Brauerei Am Roßtor,41849,North Rhine-Westphalia,Am Roßtor 8,,Microbrewery,/brewers/brauerei-am-rosstor/29158/,https://www.facebook.com/rossberger.bier.brauerei.am.rosstor.wassenberg/
1963,True,Aschau am Inn,Germany,Brauerei Ametsbichler,84544,Bavaria,Hauptstr. 13,(8638) 3204,Brew Pub/Brewery,/brewers/brauerei-ametsbichler/682/,http://www.ametsbichler.de/
1964,True,Leipzig,Germany,Brauerei an der Thomaskirche,04109,Saxony,Thomaskirchhof 3-5,(341) 212 6110,Brew Pub,/brewers/brauerei-an-der-thomaskirche/3649/,http://www.brauerei-thomaskirche.de
1965,True,Weissenburg,Germany,Brauerei Andreas Schneider,91781,Bavaria,Bachgasse 15,(9141) 2407,Brew Pub/Brewery,/brewers/brauerei-andreas-schneider/8466/,http://www.schneider-bier.de
1966,True,Krefeld,Germany,Brauerei August Gleumes,47798,North Rhine-Westphalia,Sternstraße 12-14,(2151) 60 15 39,Brew Pub/Brewery,/brewers/brauerei-august-gleumes/4747/,http://www.brauerei-gleumes.de
1967,True,Weilburg/Lahn,Germany,Brauerei August Helbig,35781,Hesse,Ahäuser Weg 8-10,(6471) 39081,Client Brewer,/brewers/brauerei-august-helbig/6512/,http://www.brauerei-helbig.de/
1968,True,Aying,Germany,Brauerei Aying,85653,Bavaria,Münchener Str. 21,(0)8095 - 880,Commercial Brewery,/brewers/brauerei-aying/176/,http://www.ayinger-bier.de/
1969,True,Dorfen,Germany,Brauerei Bachmayer,84405,Bavaria,Marienplatz 1,,Commercial Brewery,/brewers/brauerei-bachmayer/12152/,http://brauerei-bachmayer.de
1970,True,Schönbrunn im Steigerwald,Germany,Brauerei Bähr,96185,Bavaria,Zettmanndorfer Str. 24,(9546) 379,Microbrewery,/brewers/brauerei-bahr/3805/,http://www.franconiabeerguide.com/CityDetail.asp?SEARCH=Schönbrunn
1971,True,Frensdorf-Herrnsdorf,Germany,Brauerei Barnikel,96158,Bavaria,Dorfstrasse 5,(9502) 293,Client Brewer,/brewers/brauerei-barnikel/5090/,http://www.bamberg-guide.de/bamberg/bierundbierkultur/location.php?loc=388
