,id,brewery_id,beer_style_id,brewery_type_id,post_code,loc_id,name,description,abv,calories,ibu,num_ratings,overall_rating,beer_style_rating,mean_rating,beer_style_name,beer_style_norm,brewery_name,brewery_type,city,state,zip_code,country,lat,long,style_score,review_sim,style_sim,weighted_rating,final_score
717,1468,"13,606",90,4,"20,337",28867,Tyranena BGW Whos Your Daddy? Bourbon Barrel-Aged Imperial Porter,"Midnight Black, big,rich and semi-sweet, dark malts,yield coffee,carmel and toffee flavors. Barrel aging-adds vanilla,toasted oak and hazelnut. mmm,satisfying so ...Who's your daddy now?    
2015 vintage: 7.5% abv",8.0,240.0,42.3076923077,186,100,99,,Imperial Porter,Porter,Tyranena Brewing,Microbrewery,Lake Mills,WI,53551.0,USA,43.082761,-88.90838,9,0.0,5.28119937408,19.8418689532,25.1230683273
244,488,"3,223",44,4,896,12037,Central Waters Brewhouse Coffee Stout,"A coffee lover's delight! A wonderful stout infused with coffee that is specially roasted for us by Emy J's (www.emyjs.com) in Stevens Point, WI.",7.8,234.0,46.8095238095,297,98,99,,Stout,Stout,Central Waters Brewing Co.,Microbrewery,Amherst,WI,54406.0,USA,44.421111,-89.30618,10,0.0,5.6177216325,19.4943380429,25.1120596754
698,1457,"5,426",90,5,"13,345",27821,Funky Buddha Wide Awake It??s Morning,"Rise and shine, buttercup - it's time for breakfast. This imperial version of our infamous Maple Bacon Coffee Porter adds some girthy gravity to the the smokey, salty, rich combo of maple syrup, fresh roasted coffee, and bacon.",10.0,300.0,42.3076923077,183,100,100,,Imperial Porter,Porter,Funky Buddha Brewery,Brew Pub/Brewery,Fort Lauderdale,FL,33334.0,USA,26.182161,-80.13341,9,0.0,5.25484290012,19.8409526587,25.0957955588
723,1477,667,90,4,"34,355",6960,Ballast Point Victory at Sea - Bourbon Barrel (Unspecified),"Editor's Note: Rate under this entry if the bourbon barrel was not specified or if it was a blend. In 2009, the blend was Old Fitzgerald and Heaven Hill. From 2010 to early 2014, the blend has been an unspecified selection from the barrel room. If you had a single barrel brand that was clearly specified on tap, please rate under that entry.",10.0,300.0,42.3076923077,56,100,99,,Imperial Porter,Porter,Ballast Point Brewing Company (Constellation),Microbrewery,San Diego,CA,92110.0,USA,32.766482,-117.20077,9,0.0,5.28119937408,19.7892570829,25.070456457
1255,2890,273,50,4,958,29536,Anchorage Love Buzz Saison,Saison brewed with spices and aged in French oak Pinot Noir barrels.,8.0,240.0,40.0,499,100,100,,Saison,Saison,Anchorage Brewing Company,Microbrewery,Anchorage,AK,99515.0,USA,61.122943,-149.88852,4,0.0,5.16761840124,19.9017632668,25.0693816681
1473,3374,"8,224",12,4,"42,638",10455,Lord Hobo Hobo Life,Dry hopped Citra session IPA.,4.5,135.0,84.1875,100,95,98,,Session IPA,IPA,Lord Hobo Brewing Company,Microbrewery,Woburn,MA,1801.0,USA,42.484545,-71.15206,6,0.0,5.40616716952,19.6565553455,25.062722515
268,542,"5,239",14,4,"15,169",13540,Founders Backstage Series # 9: Smoked Porter,Porter brewed with beechwood-smoked malt and oak-smoked wheat malt.,8.0,240.0,42.3076923077,104,99,99,,Smoked,Porter,Founders Brewing Company,Microbrewery,Grand Rapids,MI,49503.0,USA,42.964176,-85.65885,9,0.0,5.28119937408,19.7649042008,25.0461035748
1079,2330,173,39,4,"30,945",11808,Allagash Interlude,"Interlude- somewhere between the leap and the landing. It's a jazz solo, the riffing, the unexpected improvisation. Rooted in a Belgian theme, Interlude soars from a second fermentation with our own Brettanomyces yeast. Then takes five in French oak wine barrels that once cellared fine Merlots and Sirahs. And then bottle conditioning. In all, an outrageous effort to make a bottle of beer. But then, if you prefer to swing with magnificent red wine notes and funky farmhouse flavors dancing in the undercurrents of a crisp, remarkable brew, then Interlude has that thing. C'est le gout, toujours! It's the taste that is always an adventure.",9.5,285.0,38.0612244898,764,99,99,,Belgian Strong Ale,Strong Ale,Allagash Brewing Company,Microbrewery,Portland,ME,4103.0,USA,43.685882,-70.2903,7,0.0,5.38299638548,19.6615446675,25.0445410529
1438,3254,"2,556",88,4,"8,451",16805,Ommegang Game of Thrones #7 - Valar Dohaeris,"Valar Dohaeris is 9% ABV, brewed with pils, wheat and oats, flaked barley, and hopped with noble hops. It pours a beautiful copper-tinted hue with a full, fluffy white head. Sweet grain and honey are prevalent in the aroma. The flavor opens with a bright sweetness thanks to the Belgian candi sugar used in brewing. The finish is moderately dry and effervescent with just a hint of Belgian yeast character.",9.0,270.0,38.0612244898,106,98,99,,Abbey Tripel,Strong Ale,Brewery Ommegang  (Duvel-Moortgat),Microbrewery,Cooperstown,NY,13326.0,USA,42.703091,-74.91413,7,0.0,5.59411005031,19.4337182217,25.027828272
1994,192,390,42,6,"14,553",26038,Arizona Wilderness / Stillwater Chocolate Bunny,"Imperial Milk Porter collaboration with Stillwater Artisanal using locally roasted Nicaraguan cacao nibs (Zak's Chocolate), three types of chocolate malt, local Lactose Sugar (United Dairymen of Arizona) and Madagascar Vanilla Beans.",8.0,240.0,42.3076923077,17,98,99,3.97,Porter,Porter,Arizona Wilderness Brewing Company,Brew Pub,Gilbert,AZ,85233.0,USA,33.348593,-111.80833,9,0.0,5.28119937408,19.7465567907,25.0277561648
856,1801,"14,139",53,4,"25,875",6745,Westbrook 2nd Anniversary Cap??n Skoon??s Ballistic Stout,"For our Second Anniversary beer, we tapped into the legendary fictional adventures of the mythical Cap'n Skoon to bring you this monster Baltic Stout. It's big and roasty like an Imperial Stout but fermented with a German lager yeast. Ideal for sipping now, or be like the Cap'n and stash some away in your cargo hold for the years to come. Cheers!",10.0,300.0,42.3076923077,166,99,98,,Baltic Porter,Porter,Westbrook Brewing,Microbrewery,Mount Pleasant,SC,29464.0,USA,32.813518,-79.85899,9,0.0,5.25484290012,19.7692497354,25.0240926355
855,1799,"14,139",53,4,"25,875",6745,Westbrook 2nd Anniversary Cap??n Skoon??s Ballistic Stout - Bourbon Barrel,"At 10% ABV, this monster Baltic-style stout shows up big and roasty like an imperial stout, but the beer is actually fermented with German lager yeast.",10.0,300.0,42.3076923077,36,99,98,4.01,Baltic Porter,Porter,Westbrook Brewing,Microbrewery,Mount Pleasant,SC,29464.0,USA,32.813518,-79.85899,9,0.0,5.25484290012,19.7584668627,25.0133097628
857,1802,"4,008",53,4,"33,903",14425,Cycle Pallet 7,Barrel aged Baltic porter,10.0,300.0,42.3076923077,29,99,98,4.01,Baltic Porter,Porter,Cycle Brewing,Microbrewery,Saint Petersburg,FL,33701.0,USA,27.770955,-82.63931,9,0.0,5.25484290012,19.7576675556,25.0125104557
1083,2342,"12,209",39,5,"36,338",13143,Southampton Grand Cru,"Our award-winning Belgian-style strong ale. Spiced with sweet and bitter orange peel, coriander and star anise. Gold medal winner at the 2001 Real Ale Festival.",9.5,285.0,38.0612244898,491,99,99,,Belgian Strong Ale,Strong Ale,Southampton Publick House,Brew Pub/Brewery,Southampton,NY,11968.0,USA,40.904348,-72.40714,7,0.0,5.38299638548,19.6184910136,25.0014873991
1183,2682,"9,631",11,4,"28,073",163,Oceanside Ale Works American Strong Ale,"Intense hop flavor from six different American hop varieties, backed up by a malty base",9.2,276.0,38.0612244898,91,99,98,,American Strong Ale,Strong Ale,Oceanside Ale Works,Microbrewery,Oceanside,CA,92056.0,USA,33.195354,-117.28232,7,0.0,5.53367503801,19.4665799628,25.0002550008
1440,3266,"2,556",88,4,"8,451",16805,Ommegang Tripel Perfection,"Ommegang's brewers spent several years refining their ideas of what a ""perfect"" tripel would be. In the original style, a Belgian tripel is a golden ale, from 8.5% to 10% ABV, with fruity flavors and aromas coming from the yeast. Tripels are simply brewed, but with great attention to detail. Ommegang Tripel Perfection goes beyond the exquisite attention to detail and adds spices to subtly enhance aromas and flavors. The result is a fine ale honoring Belgian brewing tradition, while also expanding on it in the new Ommegang tradition.",8.9,267.0,38.0612244898,287,97,99,,Abbey Tripel,Strong Ale,Brewery Ommegang  (Duvel-Moortgat),Microbrewery,Cooperstown,NY,13326.0,USA,42.703091,-74.91413,7,0.0,5.58564063838,19.39320541,24.9788460484
1358,3085,"12,491",14,1,"2,278",7362,Stillwater Contemporary Works Surround,"<oak smoked imperial wheat stout> Like a sound system that fills the room with audibles swarming in every direction. This massive stout overtakes your senses with flavor & aromas of dark chocolate, molasses, roast, smoke, earth & wood, It's heavy I know, but you have to drop that bass every once in a while if you really wanna get down.",10.0,300.0,42.3076923077,269,98,99,,Smoked,Porter,Stillwater Artisanal,Client Brewer,Baltimore,MD,21224.0,USA,39.284607,-76.55696,9,0.0,5.28119937408,19.6853832342,24.9665826083
1544,3578,"1,631",36,6,"40,793",11545,Bluejacket A Little Golden Gem,"A Winter's Gose; Bright, Tangy & Tantalizing With Juicy Citrus Notes and A Dusting Of Spice; Brewed With 60% Wheat (50% Malted & 10% unmalted), Lightly Hopped With Jarrylo, Seasoned With Coriander, spiked With Sea Salt, Soured For 5 Days With Our House Strain Of Lactobacillus & Finished With 100 Pounds Of Fresh Kumquats.",3.8,114.0,6.0,28,95,95,3.75,Grodziskie/Gose/Lichtenhainer,Sour,Bluejacket,Brew Pub,Washington,DC,20003.0,USA,38.881762,-76.99447,2,35.67877292,-30.3287714197,19.6141506438,24.9641521441
1198,2696,"12,507",11,3,"12,182",17514,Stone Lukcy Basartd Ale (Lucky Bastard),"Lukcy Basartd is a dry-hopped meeting-of-the-Bastards in a in-the-fermenter-blend of Arrogant Bastard Ale and Double Bastard Ale??with a perfect balance of the essence of OAKED Arrogant Bastard Ale. All in all, one awesome Bastard.
 
Lukcy Basartd Ale will be released in November and should be available in many of the enlightened locations where the liquid Arrogance is typically found.
 
This is a ??once only' special release commemorating the 13 year anniversary of when Arrogant Bastard Ale was first released upon the unsuspecting public. That is, ??once only' unless we decide to make it again.
 
Label text:
 
Oepn yuor mnid. Use a craobwr if you msut. Snice 1997, Arorgnat Basartd Ale has denemdad taht tyrnianacl micredioty rleax its girp of opprobrium on our ciollectve couniescosnss. Few pessoss the ruiereqd isinght or detph of piversceptve to crdiet the Liuqid Arorgnace for initatgsing the rlveoituon in tsate taht it has. Hevweor, taht's pfecertly fnie, as our hlurecaen erffots in thirstung the larlegy unlliwing wolrd farorwd rquereis no exrtneal vaditilaon. We ralieze it's hmaun nautre to bleeive taht pregorss trowads getreanss is one's own ieda.
 
The mree fcat taht yuo're hdoinlg tihs bttloe in yuor hnad ianidctes taht yuo're pyiang antteiton, wihch ideitammley stes you arpat form the msseas. It aslo mkaes you one Lukcy Basartd. Hewover, lcuk faovrs the blod... and the arorgnat. The trmiraivute of Arorgnat Basartd Ale, OEKAD Arorgnat Basartd Ale and Dbolue Basartd Ale are all in paly in this cvue?? de Basartd you now hlod, and wihle it is idneed a Lukcy Basartd, lcuk had ntohing to do wtih it.
 
Taody, wihle nueomrus iendicrlby dinistcitve chcoies are now alavaible, msot popele sitll fucos tiehr attntieon uopn msas mdiea's isscenatnly banal ehco cheambr, keenpig thier hdeas frimly buerid in the maross of mecridioty. To beark thurogh tihs cophocany, to gsarp enitghnelnemt anmog the mnid-nmubnig culettr, rerequis itnent. Coinscous itnent. For mnay, this aictve piticipataron in the wolrd is unomfacbtorle. Prerrifeng inasted for oethrs to mkae teihr chcoies for tehm ?? be it a shioutng pindut or a toelievisn ciommecral ?? sheeple apccet the cmmoitozdied nrom wioutht thoghut. And to thsoe we say: ??Setp asdie, and get the hlel out of our way.??",8.5,255.0,38.0612244898,883,99,97,,American Strong Ale,Strong Ale,Stone Brewing,Commercial Brewery,Escondido,CA,92029.0,USA,33.087868,-117.11558,7,0.0,5.27738144638,19.6745187061,24.9519001525
1444,3277,"13,996",88,4,"9,611",4356,Warped Wing Barrel Aged Pirogue,Barrel Aged Coffee Black Tripel,9.0,270.0,38.0612244898,15,96,98,3.85,Abbey Tripel,Strong Ale,Warped Wing Brewing,Microbrewery,Dayton,OH,45402.0,USA,39.757758,-84.18848,7,0.0,5.56751405688,19.381143436,24.9486574929
731,1489,"7,082",90,4,"24,344",12976,J. Wakefield Master Blaster,"""Who run Bartertown?"" ""Master Blaster runs Bartertown!"" Master imposes his will on your tastebuds through the use of Tahitian vanilla beans, Mostra coffee and Filipino coconut, while Blaster shows his strength with a 10% imperial porter.  We hope you enjoy this marriage of brains and brawn as you spend your time trying to survive the streets of Bartertown",10.0,300.0,42.3076923077,72,99,97,,Imperial Porter,Porter,J. Wakefield Brewing,Microbrewery,Miami,FL,33127.0,USA,25.813808,-80.2058,9,0.0,5.17589316473,19.7621429941,24.9380361589
310,620,"13,171",18,4,"26,021",15101,Three Floyds Wigsplitter,"Big Wig, No Wig or Comb Over. Wigsplitter is an oatmeal stout brewed with freshly ground espresso. It's for those of us who like a little beer with their coffee or a little bit of coffee with their beer",7.7,231.0,46.8095238095,136,99,99,,Sweet Stout,Stout,Three Floyds Brewing Company,Microbrewery,Munster,IN,46321.0,USA,41.551457,-87.50143,10,0.0,5.40646387317,19.5154018301,24.9218657033
345,670,"3,524",6,4,"38,089",24636,Cigar City Big Sound Scotch Ale,"Big Sound Scotch Ale is dedicated to our good buddy Gino, the most punk rock bagpiper you'll ever meet, and the rest of the men and women of Tampa Bay Pipes and Drums. Brown in color, Big Sound has huge notes of dark sweet toffee with underlying mild notes of coffee in the aroma. The flavor starts with a slight note of cherry and then opens into a Goliath of a malt character with notes of dark sweet toffee, slight hints of coffee and mild notes of toasted bread in the finish. Big Sound Scotch Ale pairs well with Haggis, Highland Games, Huge Heads and Enormous Pillows and of course Bagpipe music.",8.5,255.0,38.0612244898,562,98,99,,Scotch Ale,Strong Ale,Cigar City Brewing,Microbrewery,Tampa,FL,33607.0,USA,27.963798,-82.49537,7,0.0,5.38299638548,19.5136230603,24.8966194458
525,1041,"12,507",74,3,"12,182",17514,Stone Imperial Russian Stout,"""There's no question that Stone Imperial Stout is revered among enthusiasts,"" states Stone CEO Greg Koch. ""I know, because I'm one of 'em and I can hardly wait for it to come out each year!""

Some may think that a late Spring release for a special brew of this sort is an odd time for it to come out onto the market. Koch justifies this with the rationalization ""What better than a warm time of year to come out with a brew that tastes great as it warms up!""

That's because ""ice cold"" is certainly not the appropriate way to serve the beer. Nearly without exception, the darker, richer and more alcoholic a brew is, the warmer the serving temperature should be. The Stone Imperial Stout label describes the brew as being ""intensely aromatic (notes of anise, black currants, coffee, roastiness and alcohol) and heavy on the palate...expect this mysterious brew to pour like used motor oil and taste even heavier! Serve at 55 degrees.""",10.5,315.0,46.8095238095,3225,100,99,,Imperial Stout,Stout,Stone Brewing,Commercial Brewery,Escondido,CA,92029.0,USA,33.087868,-117.11558,10,0.0,4.9378652099,19.9420053397,24.8798705496
1443,3274,"11,512",88,4,"5,825",13512,Sante Adairius / Prairie Meh,"A tongue-in-cheek collaboration with our fun loving friends at Prairie Artisan Ales, this Belgian style Tripel was aged for over a year in oak barrels with citrus. Raise a glass with us to the one word that can reduce any brewer's efforts to the mundane. Meh!",9.3,279.0,38.0612244898,19,96,98,3.84,Abbey Tripel,Strong Ale,Sante Adairius Rustic Ales,Microbrewery,Capitola,CA,95010.0,USA,36.9761,-121.95316,7,0.0,5.4914229272,19.3793584855,24.8707814127
926,1975,"12,491",16,1,"2,278",7362,Stillwater Folklore,"Human history is filled with myths and legends that shape and define our culture. Rituals, celebrations, gatherings.. whatever. One thing that's for sure, is we enjoy a proper shindig. So let's get the stories flowing and share a little 'Folklore'. A bracingly deep ale, built dark and rich with an elegantly lean body, accompanied by heady aromas of Belgian yeast, earthy hops and gently kissed by a wisp of smoke.",8.4,252.0,46.8095238095,479,96,93,,Foreign Stout,Stout,Stillwater Artisanal,Client Brewer,Baltimore,MD,21224.0,USA,39.284607,-76.55696,10,0.0,5.57470225126,19.2858333854,24.8605356367
928,1980,"9,593",16,4,"12,279",20189,Oakshire Hellshire V,"Hellshire V is a hearty export stout aged 9 months in freshly emptied bourbon barrels. Soft vanilla and cocoa notes intertwine with the oak and complex malt flavors. We've aged it for enjoyment now, or store it dry and cool for a few. Cheers! Matt Van Wyk, Brewmaster.",8.3,249.0,46.8095238095,15,96,93,3.87,Foreign Stout,Stout,Oakshire Brewing,Microbrewery,Eugene,OR,97402.0,USA,44.062231,-123.16804,10,0.0,5.46482377895,19.3956413896,24.8604651685
