"","name","ibu","abv","calories","beer_style_name","beer_style_norm","num_ratings","overall_rating","brewery_name","brewery_type","city","state","zip_code","post_code","loc_id","lat","long"
"551","Westbrook Mexican Cake Imperial Stout - Bourbon Coconut",NA,10.5,315,"Imperial Stout","Stout",54,100,"Westbrook Brewing","Microbrewery","Mount Pleasant","SC","29464","25,875","6745",32.813518,-79.85899
"552","Dark Horse Bourbon Barrel Plead the 5th Imperial Stout",NA,14,420,"Imperial Stout","Stout",500,100,"Dark Horse Brewing Company","Microbrewery","Marshall","MI","49068","23,323","18051",42.277837,-84.94869
"553","Crispin Venus Reigns",NA,6.9,207,"Perry","Other (Cider, Mead, etc.)",19,91,"Crispin Cider Company (Tenth and Blake Beer Co. - MillerCoors)","Cidery","Colfax","CA","95713","7,918","16453",39.092062,-120.93471
"554","E.Z. Orchards Poire",NA,5.9,177,"Perry","Other (Cider, Mead, etc.)",10,84,"E.Z. Orchards","Cidery","Salem","OR","97305","33,972","6377",44.995029,-122.95801
"555","Argus Cidery Fermentables Ginger Perry",NA,4.5,135,"Perry","Other (Cider, Mead, etc.)",44,81,"Argus Cidery","Cidery","Austin","TX","78737","1,981","26624",30.19025,-97.95854
"556","Vander Mill Bon Chretein",NA,6.8,204,"Perry","Other (Cider, Mead, etc.)",10,85,"Vander Mill","Cidery","Spring Lake","MI","49456","36,893","12576",43.08767,-86.19345
"557","Bonny Doon ??Querry?",NA,6.9,207,"Perry","Other (Cider, Mead, etc.)",31,60,"Bonny Doon Vineyard","Cidery","Santa Cruz","CA","95060","34,745","14169",36.980556,-122.04603
"558","Maine Beer Dinner",NA,8.2,246,"Imperial IPA","IPA",152,100,"Maine Beer Company","Microbrewery","Freeport","ME","04032","13,838","3494",43.843778,-70.10172
"559","J.K.??s The Pair Perry Cider",NA,5.5,165,"Perry","Other (Cider, Mead, etc.)",16,51,"Almar Orchards","Cidery","Flushing","MI","48433","13,109","18947",43.072177,-83.84883
"560","Anthem Pear",NA,6.2,186,"Perry","Other (Cider, Mead, etc.)",29,48,"Wandering Aengus Ciderworks","Cidery","Salem","OR","97304","33,971","6377",44.970181,-123.08033
"561","Fox Barrel Pacific Pear Cider",NA,4.5,135,"Perry","Other (Cider, Mead, etc.)",107,48,"Fox Barrel Cider Company","Cidery","Colfax","CA","95713","7,918","16453",39.092062,-120.93471
"562","Lost Abbey Cable Car",NA,7,210,"Sour/Wild Ale","Sour",436,100,"Port Brewing Company / The Lost Abbey","Microbrewery","San Marcos","CA","92069","34,651","17796",33.144908,-117.17128
"563","Side Project Pulling Nails Blend #4",NA,6,180,"Sour/Wild Ale","Sour",24,100,"Side Project Brewing","Microbrewery","Saint Louis","MO","63143","33,745","4037",38.612452,-90.31822
"564","Russian River Supplication",NA,7.75,232,"Sour Red/Brown","Sour",1481,100,"Russian River Brewing","Brew Pub/Brewery","Santa Rosa","CA","95404","34,794","22924",38.457611,-122.69317
"565","Jester King Sherry Barrel Atrial Rubicite",7,7,210,"Sour/Wild Ale","Sour",26,100,"Jester King Brewery","Brew Pub/Brewery","Austin","TX","78736","1,980","26624",30.245558,-97.94177
"566","Hill Farmstead Juicy",NA,7.4,222,"Sour/Wild Ale","Sour",173,100,"Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","15,509","16829",44.574196,-72.24333
"567","J. Wakefield Dragonfruit Passion Fruit (DFPF) Berliner Weisse",NA,3.5,105,"Berliner Weisse","Wheat Beer",131,100,"J. Wakefield Brewing","Microbrewery","Miami","FL","33127","24,344","12976",25.813808,-80.2058
"568","Alpine Beer Company Keene Idea",NA,8.88,266,"Imperial IPA","IPA",54,100,"Alpine Beer Company (CA)","Microbrewery","Alpine","CA","91901","688","2202",32.823102,-116.73864
"569","Russian River Consecration",NA,10,300,"Sour Red/Brown","Sour",1291,100,"Russian River Brewing","Brew Pub/Brewery","Santa Rosa","CA","95404","34,794","22924",38.457611,-122.69317
"570","Jester King Atrial Rubicite",NA,5.8,174,"Sour/Wild Ale","Sour",269,100,"Jester King Brewery","Brew Pub/Brewery","Austin","TX","78736","1,980","26624",30.245558,-97.94177
"571","J. Wakefield Miami Madness",NA,3.5,105,"Berliner Weisse","Wheat Beer",84,100,"J. Wakefield Brewing","Microbrewery","Miami","FL","33127","24,344","12976",25.813808,-80.2058
"572","De Garde The Peach",NA,NA,NA,"Sour/Wild Ale","Sour",43,100,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","38,521","11640",45.459109,-123.80389
"573","Russian River Beatification (Batch 002 +)",NA,6,180,"Sour/Wild Ale","Sour",675,100,"Russian River Brewing","Brew Pub/Brewery","Santa Rosa","CA","95404","34,794","22924",38.457611,-122.69317
"574","Lost Abbey Duck Duck Gooze",NA,7,210,"Sour/Wild Ale","Sour",494,100,"Port Brewing Company / The Lost Abbey","Microbrewery","San Marcos","CA","92069","34,651","17796",33.144908,-117.17128
"575","Russian River Temptation",NA,7.25,218,"Sour/Wild Ale","Sour",1151,100,"Russian River Brewing","Brew Pub/Brewery","Santa Rosa","CA","95404","34,794","22924",38.457611,-122.69317
"576","Funk Factory Geuzeria / O??so Frampaars",NA,5.5,165,"Lambic Style - Fruit","Sour",27,100,"Funk Factory Geuzeria","Client Brewer","Madison","WI","53715","22,747","542",43.061546,-89.40024
"577","Sudwerk F??nke Hop Farm",15,6.5,195,"Sour/Wild Ale","Sour",45,100,"Sudwerk Brewing Company","Brew Pub/Brewery","Davis","CA","95616","9,563","660",38.549256,-121.73655
"578","Sante Adairius Westly",NA,8.5,255,"Sour/Wild Ale","Sour",96,100,"Sante Adairius Rustic Ales","Microbrewery","Capitola","CA","95010","5,825","13512",36.9761,-121.95316
"579","Lost Abbey Framboise de Amorosa",NA,8.5,255,"Sour/Wild Ale","Sour",633,100,"Port Brewing Company / The Lost Abbey","Microbrewery","San Marcos","CA","92069","34,651","17796",33.144908,-117.17128
"580","North Coast Oliver Twist 20th Anniversary Ale",NA,11.6,348,"Doppelbock","Bock",89,96,"North Coast Brewing Company","Microbrewery","Fort Bragg","CA","94357",NA,"21509",39.43695,-123.76087
"581","Russian River Framboise for a Cure (2013-)",NA,6.5,195,"Sour/Wild Ale","Sour",139,100,"Russian River Brewing","Brew Pub/Brewery","Santa Rosa","CA","95404","34,794","22924",38.457611,-122.69317
"582","Captain Lawrence Cuvee de Castleton",NA,6,180,"Sour/Wild Ale","Sour",495,100,"Captain Lawrence Brewing Company","Microbrewery","Elmsford","NY","10523","11,727","16025",41.057089,-73.81658
"583","Lost Abbey Cuvee de Tomme",NA,11,330,"Sour Red/Brown","Sour",1113,100,"Port Brewing Company / The Lost Abbey","Microbrewery","San Marcos","CA","92069","34,651","17796",33.144908,-117.17128
"584","Hill Farmstead Abner",NA,8,240,"Imperial IPA","IPA",390,100,"Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","15,509","16829",44.574196,-72.24333
"585","Hill Farmstead Clover",NA,NA,NA,"Sour/Wild Ale","Sour",26,100,"Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","15,509","16829",44.574196,-72.24333
"586","Bullfrog Le Roar Grrrz Druiven",NA,6,180,"Lambic Style - Fruit","Sour",80,100,"Bullfrog Brewery","Brew Pub","Williamsport","PA","17701","42,213","25161",41.256736,-77.0108
"587","New Glarus R & D Wild Peach",11,7.25,218,"Sour Red/Brown","Sour",107,100,"New Glarus Brewing Company","Microbrewery","New Glarus","WI","53574","26,685","20574",42.81636,-89.64075
"588","Sante Adairius West Ashley",NA,7.3,219,"Sour/Wild Ale","Sour",212,100,"Sante Adairius Rustic Ales","Microbrewery","Capitola","CA","95010","5,825","13512",36.9761,-121.95316
"589","De Garde The Broken Truck",NA,5,150,"Lambic Style - Gueuze","Sour",21,100,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","38,521","11640",45.459109,-123.80389
"590","Russian River Pliny the Younger",NA,11,330,"Imperial IPA","IPA",769,100,"Russian River Brewing","Brew Pub/Brewery","Santa Rosa","CA","95404","34,794","22924",38.457611,-122.69317
"591","Russian River Pliny the Elder",100,8,240,"Imperial IPA","IPA",2866,100,"Russian River Brewing","Brew Pub/Brewery","Santa Rosa","CA","95404","34,794","22924",38.457611,-122.69317
"592","Alchemist Heady Topper",120,8,240,"Imperial IPA","IPA",1584,100,"The Alchemist","Microbrewery","Stowe","VT","05672","37,392","26725",44.475387,-72.70225
"593","Three Floyds Dreadnaught Imperial IPA",100,9.5,285,"Imperial IPA","IPA",2157,100,"Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","26,021","15101",41.551457,-87.50143
"594","Toppling Goliath King Sue",NA,8.5,255,"Imperial IPA","IPA",188,100,"Toppling Goliath","Microbrewery","Decorah","IA","52101","9,749","18793",43.345879,-91.77187
"595","Hill Farmstead Ephraim",280,10.3,309,"Imperial IPA","IPA",194,100,"Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","15,509","16829",44.574196,-72.24333
"596","Tree House Very Hazy",NA,8.6,258,"Imperial IPA","IPA",29,100,"Tree House Brewing Company","Microbrewery","Monson","MA","01057","25,265","15190",42.089269,-72.317
"597","Hill Farmstead Society & Solitude #5",NA,7.8,234,"Imperial IPA","IPA",253,100,"Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","15,509","16829",44.574196,-72.24333
"598","Hill Farmstead Double Galaxy",NA,8,240,"Imperial IPA","IPA",209,100,"Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","15,509","16829",44.574196,-72.24333
"599","Hill Farmstead Double Nelson",NA,8,240,"Imperial IPA","IPA",38,100,"Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","15,509","16829",44.574196,-72.24333
"600","Hill Farmstead Double Citra",NA,8,240,"Imperial IPA","IPA",269,100,"Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","15,509","16829",44.574196,-72.24333
"601","Trillium Vicinity",NA,8,240,"Imperial IPA","IPA",173,100,"Trillium Brewing Company","Microbrewery","Boston","MA","02210","4,092","17848",42.347974,-71.04463
"602","Tree House Juice Machine (2015- )",NA,8.2,246,"Imperial IPA","IPA",35,100,"Tree House Brewing Company","Microbrewery","Monson","MA","01057","25,265","15190",42.089269,-72.317
"603","Alpine Beer Company Exponential Hoppiness",NA,11,330,"Imperial IPA","IPA",442,100,"Alpine Beer Company (CA)","Microbrewery","Alpine","CA","91901","688","2202",32.823102,-116.73864
"604","Kern River Citra Double IPA",75,8,240,"Imperial IPA","IPA",207,100,"Kern River Brewing","Brew Pub","Kernville","CA","93238","19,599","9564",35.784367,-118.43769
"605","Hill Farmstead Society & Solitude #4",NA,8.3,249,"Imperial IPA","IPA",167,100,"Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","15,509","16829",44.574196,-72.24333
"606","Surly Abrasive Ale",120,9,270,"Imperial IPA","IPA",718,100,"Surly Brewing Company","Microbrewery","Minneapolis","MN","55414","24,923","23182",44.980379,-93.23003
"607","AleSmith Double IPA",105,8.5,255,"Imperial IPA","IPA",1428,100,"AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","34,375","6960",32.914346,-117.14116
"608","Stone Enjoy By IPA",NA,9.4,282,"Imperial IPA","IPA",1709,100,"Stone Brewing","Commercial Brewery","Escondido","CA","92029","12,182","17514",33.087868,-117.11558
"609","AleSmith Decadence 2013",NA,10,300,"Doppelbock","Bock",109,96,"AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","34,375","6960",32.914346,-117.14116
"610","Tree House Haze",NA,8.2,246,"Imperial IPA","IPA",165,100,"Tree House Brewing Company","Microbrewery","Monson","MA","01057","25,265","15190",42.089269,-72.317
"611","Trillium Upper Case",NA,9,270,"Imperial IPA","IPA",94,100,"Trillium Brewing Company","Microbrewery","Boston","MA","02210","4,092","17848",42.347974,-71.04463
"612","Hill Farmstead Society & Solitude #3",NA,8,240,"Imperial IPA","IPA",122,100,"Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","15,509","16829",44.574196,-72.24333
"613","Firestone Walker Double Jack IPA",NA,9.5,285,"Imperial IPA","IPA",1734,100,"Firestone Walker Brewing (Duvel-Moortgat)","Commercial Brewery","Paso Robles","CA","93446","29,400","8515",35.640589,-120.70418
"614","Trillium Headroom",NA,8,240,"Imperial IPA","IPA",32,100,"Trillium Brewing Company","Microbrewery","Boston","MA","02210","4,092","17848",42.347974,-71.04463
"615","Tree House Doppelganger",NA,8.2,246,"Imperial IPA","IPA",104,100,"Tree House Brewing Company","Microbrewery","Monson","MA","01057","25,265","15190",42.089269,-72.317
"616","Dogfish Head 90 Minute Imperial IPA",90,9,270,"Imperial IPA","IPA",4646,100,"Dogfish Head Brewery","Microbrewery","Milton","DE","19968","24,767","17899",38.772648,-75.28665
"617","Alchemist The Crusher",NA,9,270,"Imperial IPA","IPA",213,100,"The Alchemist","Microbrewery","Stowe","VT","05672","37,392","26725",44.475387,-72.70225
"618","Toppling Goliath Sosus",100,8,240,"Imperial IPA","IPA",181,100,"Toppling Goliath","Microbrewery","Decorah","IA","52101","9,749","18793",43.345879,-91.77187
"619","Arizona Wilderness DC Mountain Double IPA",NA,8.5,255,"Imperial IPA","IPA",51,100,"Arizona Wilderness Brewing Company","Brew Pub","Gilbert","AZ","85233","14,553","26038",33.348593,-111.80833
"620","AleWerks Bitter Valentine",NA,8.3,249,"Imperial IPA","IPA",176,100,"AleWerks Brewing Company","Microbrewery","Williamsburg","VA","23188","42,198","28166",37.322936,-76.75793
"621","Hogshead Double Chin Wag ESB",NA,6.2,186,"Premium Bitter/ESB","Pale Ale",11,94,"Hogshead Brewery","Microbrewery","Denver","CO","80212","9,984","8398",39.770336,-105.04688
"622","Victory ESB",NA,5.3,159,"Premium Bitter/ESB","Pale Ale",95,93,"Victory Brewing Company (ABV)","Microbrewery","Downingtown","PA","19335","10,571","14117",40.02342,-75.71389
"623","Trillium Mettle",NA,8.4,252,"Imperial IPA","IPA",150,100,"Trillium Brewing Company","Microbrewery","Boston","MA","02210","4,092","17848",42.347974,-71.04463
"624","La Cumbre Full Nelson",NA,8.5,255,"Imperial IPA","IPA",29,100,"La Cumbre Brewing Company","Brew Pub/Brewery","Albuquerque","NM","87107","415","18536",35.134094,-106.64073
"625","Trillium Scaled Up",NA,8,240,"Imperial IPA","IPA",79,100,"Trillium Brewing Company","Microbrewery","Boston","MA","02210","4,092","17848",42.347974,-71.04463
"626","Thomas Hooker Liberator Doppelbock",24,8,240,"Doppelbock","Bock",433,99,"Thomas Hooker Brewing Company","Microbrewery","Bloomfield","CT","06002","3,687","23643",41.832798,-72.72642
"627","Grand Teton Double Vision Doppelbock",40,8,240,"Doppelbock","Bock",130,98,"Grand Teton Brewing Co.","Brew Pub/Brewery","Victor","ID","83455","39,965","19559",43.636332,-111.14842
"628","Ballast Point Navigator Doppelbock - Brandy Barrel",NA,10,300,"Doppelbock","Bock",43,99,"Ballast Point Brewing Company (Constellation)","Microbrewery","San Diego","CA","92110","34,355","6960",32.766482,-117.20077
"629","The Duck-Rabbit Duck-Rabbator Dopplebock",NA,8.5,255,"Doppelbock","Bock",218,98,"The Duck-Rabbit Craft Brewery","Microbrewery","Farmville","NC","27828","12,730","28563",35.598204,-77.59066
"630","Surly One",30,8.3,249,"Doppelbock","Bock",56,97,"Surly Brewing Company","Microbrewery","Minneapolis","MN","55414","24,923","23182",44.980379,-93.23003
"631","Sun King Afternoon Delight",23,8,240,"Doppelbock","Bock",43,97,"Sun King Brewing Company","Microbrewery","Indianapolis","IN","46202","18,239","28532",39.782842,-86.15673
"632","The Livery Bourbon Barrel Aged Liverator Doppelbock",NA,9,270,"Doppelbock","Bock",45,97,"The Livery","Brew Pub/Brewery","Benton Harbor","MI","49022","3,100","19227",42.10809,-86.41801
"633","Three Floyds The Creeper",23,9,270,"Doppelbock","Bock",112,97,"Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","26,021","15101",41.551457,-87.50143
"634","Capital Square Series Dark Doppelbock",NA,7.8,234,"Doppelbock","Bock",136,96,"Capital Brewery","Microbrewery","Middleton","WI","53562","24,488","5808",43.103711,-89.51106
"635","Capital Autumnal Fire",NA,8.5,255,"Doppelbock","Bock",478,96,"Capital Brewery","Microbrewery","Middleton","WI","53562","24,488","5808",43.103711,-89.51106
"636","Walking Man Bourbon Barrel Somnambulator Doppelbock",NA,10.5,315,"Doppelbock","Bock",11,97,"Walking Man Brewing","Brew Pub","Stevenson","WA","98648","37,211","11612",45.669604,-121.91332
"637","Smuttynose Big Beer Series: S??muttonator",35,9.2,276,"Doppelbock","Bock",493,95,"Smuttynose Brewing Company","Microbrewery","Hampton","NH","03842","16,054","22698",42.93569,-70.82514
"638","Ommegang / Urban Chestnut Collaboration 2016",NA,7.5,225,"Doppelbock","Bock",40,95,"Brewery Ommegang  (Duvel-Moortgat)","Microbrewery","Cooperstown","NY","13326","8,451","16805",42.703091,-74.91413
"639","Urban Chestnut / Ommegang Urbangang",22,9,270,"Doppelbock","Bock",16,95,"Urban Chestnut Brewing Company","Brew Pub/Brewery","Saint Louis","MO","63103","33,720","4037",38.631451,-90.21415
"640","Three Floyds Decimator Doppelbock",NA,9.5,285,"Doppelbock","Bock",34,95,"Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","26,021","15101",41.551457,-87.50143
"641","The Livery Cask Aged Hoppelbock",NA,10,300,"Doppelbock","Bock",45,95,"The Livery","Brew Pub/Brewery","Benton Harbor","MI","49022","3,100","19227",42.10809,-86.41801
"642","Avery The Kaiser Imperial Oktoberfest",24,9.5,285,"Doppelbock","Bock",1034,93,"Avery Brewing Company","Commercial Brewery","Boulder","CO","80301","4,134","18719",40.044385,-105.21928
"643","DeGroens Doppelbock",NA,8.5,255,"Doppelbock","Bock",23,96,"Fordham Brewing Company (Coastal Brewing Co.)","Microbrewery","Dover","DE","19901","10,526","9225",39.16426,-75.51163
"644","Wolverine State Wolverine Massacre Imperial Dark Lager",NA,10.5,315,"Doppelbock","Bock",52,93,"Wolverine State Brewing Company","Microbrewery","Ann Arbor","MI","48103","1,090","13177",42.280887,-83.79147
"645","Sudwerk Doppel Bock Ultimator",45,8,240,"Doppelbock","Bock",148,93,"Sudwerk Brewing Company","Brew Pub/Brewery","Davis","CA","95616","9,563","660",38.549256,-121.73655
"646","Hi-Wire Twice as Nice",NA,10,300,"Doppelbock","Bock",12,93,"Hi-Wire Brewing","Microbrewery","Asheville","NC","28801","1,502","13139",35.595661,-82.55632
"647","Stoudts Smooth Hoperator",NA,7.2,216,"Doppelbock","Bock",346,93,"Stoudts Brewing Co.","Microbrewery","Adamstown","PA","19501","116","8055",40.241588,-76.05765
"648","Three Floyds Lord Admiral Nelson",55,6.5,195,"Premium Bitter/ESB","Pale Ale",328,96,"Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","26,021","15101",41.551457,-87.50143
"649","Great Lakes York Street Bitter",45,5.5,165,"Premium Bitter/ESB","Pale Ale",20,93,"Great Lakes Brewing (Ohio)","Brew Pub/Brewery","Cleveland","OH","44113","7,567","11642",41.484688,-81.70125
"650","Hogshead Chin Wag ESB",38,5.8,174,"Premium Bitter/ESB","Pale Ale",27,94,"Hogshead Brewery","Microbrewery","Denver","CO","80212","9,984","8398",39.770336,-105.04688
"651","Southern Tier Harvest Ale",NA,6.4,192,"Premium Bitter/ESB","Pale Ale",896,93,"Southern Tier Brewing Company (ABV)","Commercial Brewery","Lakewood","NY","14750","20,423","23514",42.098657,-79.32439
"652","AleSmith Anvil ESB",30,5.5,165,"Premium Bitter/ESB","Pale Ale",967,92,"AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","34,375","6960",32.914346,-117.14116
